index,Unnamed: 0,FTSE100,GBPUSD,SP500,UK_Gov_Bonds
0,FTSE100,1.0,-0.0005881708201741,0.529461098619663,0.9879630503219298
1,GBPUSD,-0.0005881708201741,1.0,0.0252798625015477,-0.004838582062611
2,SP500,0.529461098619663,0.0252798625015477,1.0,0.5280871303965934
3,UK_Gov_Bonds,0.9879630503219298,-0.004838582062611,0.5280871303965934,1.0
