Date,Close,High,Low,Open,Volume
01/01/2015,1.558093548,1.558093548,1.558093548,1.558093548,0
02/01/2015,1.557972074,1.558457851,1.538745642,1.558020711,0
05/01/2015,1.52849102,1.532003522,1.520611882,1.528607845,0
06/01/2015,1.525832295,1.527370453,1.515794516,1.525832295,0
07/01/2015,1.513798237,1.515610814,1.506795645,1.513637781,0
08/01/2015,1.510756612,1.511898637,1.503623724,1.510710955,0
09/01/2015,1.508796334,1.516990304,1.508500457,1.508705258,0
12/01/2015,1.518948913,1.519202709,1.51027739,1.519202709,0
13/01/2015,1.517036319,1.519202709,1.508000016,1.517404556,0
14/01/2015,1.517036319,1.526601076,1.514692545,1.516898274,0
15/01/2015,1.523438096,1.526601076,1.517197371,1.523368478,0
16/01/2015,1.518118739,1.52341485,1.509274483,1.518395305,0
19/01/2015,1.514210939,1.518003464,1.51199007,1.514394283,0
20/01/2015,1.509001255,1.519918442,1.506069422,1.509206176,0
21/01/2015,1.514738441,1.517957449,1.508636951,1.514600754,0
22/01/2015,1.514486074,1.521398544,1.507113576,1.514692545,0
23/01/2015,1.501321197,1.502606988,1.495461226,1.500600219,0
26/01/2015,1.499587655,1.507090926,1.499340296,1.500195026,0
27/01/2015,1.508545876,1.522209048,1.506500602,1.508705258,0
28/01/2015,1.518810391,1.521930933,1.51565671,1.518856645,0
29/01/2015,1.514233828,1.516139388,1.508386612,1.513958693,0
30/01/2015,1.50790906,1.509502411,1.499497652,1.507977247,0
02/02/2015,1.508705258,1.508910179,1.500825405,1.508409381,0
03/02/2015,1.50281024,1.511738539,1.499205351,1.502765059,0
04/02/2015,1.514210939,1.524994612,1.514371395,1.514394283,0
05/02/2015,1.518003464,1.531159043,1.517151475,1.517911315,0
06/02/2015,1.532590508,1.535178542,1.52411139,1.532144427,0
09/02/2015,1.523902416,1.526624322,1.520565629,1.52399528,0
10/02/2015,1.521606922,1.525366902,1.520149589,1.521583676,0
11/02/2015,1.526205063,1.530011058,1.523391724,1.526041865,0
12/02/2015,1.524273992,1.538792968,1.521838307,1.523972034,0
13/02/2015,1.539195657,1.54221034,1.537302732,1.539124489,0
16/02/2015,1.540048957,1.544306159,1.53699553,1.540309906,0
17/02/2015,1.535626531,1.540120125,1.531862736,1.535697222,0
18/02/2015,1.535343647,1.545093536,1.534401298,1.535202146,0
19/02/2015,1.543900728,1.546694756,1.540760756,1.543519497,0
20/02/2015,1.54199636,1.543495655,1.534707427,1.54230547,0
23/02/2015,1.538911343,1.545141339,1.533389568,1.538721919,0
24/02/2015,1.545236826,1.54659903,1.540737152,1.545332313,0
25/02/2015,1.54590559,1.553808331,1.545571089,1.54559505,0
26/02/2015,1.552891493,1.555403471,1.53990674,1.552843213,0
27/02/2015,1.541805983,1.545618892,1.538698196,1.541758537,0
02/03/2015,1.54061842,1.54221034,1.535437942,1.54061842,0
03/03/2015,1.535909534,1.53981185,1.534613252,1.536098242,0
04/03/2015,1.536664844,1.53727901,1.526321411,1.536806583,0
05/03/2015,1.526507854,1.526810884,1.522463918,1.526461244,0
06/03/2015,1.524762154,1.525320292,1.506001472,1.524831891,0
09/03/2015,1.505774617,1.512630582,1.505208015,1.505797386,0
10/03/2015,1.510482788,1.510893583,1.503759384,1.510870695,0
11/03/2015,1.508204699,1.509661794,1.493495703,1.50761354,0
12/03/2015,1.493295193,1.50285542,1.489624739,1.493607283,0
13/03/2015,1.48940289,1.489358544,1.471453786,1.489269853,0
16/03/2015,1.475579143,1.481898665,1.475013375,1.475513816,0
17/03/2015,1.482579708,1.484494448,1.472970963,1.482469797,0
18/03/2015,1.475209117,1.477039337,1.463700175,1.475100398,0
19/03/2015,1.496199608,1.50100565,1.473188043,1.495998263,0
20/03/2015,1.476167321,1.492314696,1.472537279,1.476428866,0
23/03/2015,1.494321585,1.495908737,1.484230042,1.494522572,0
24/03/2015,1.495192885,1.498351812,1.485663414,1.495617867,0
25/03/2015,1.483393312,1.495438933,1.483591437,1.483591437,0
26/03/2015,1.487740993,1.499250412,1.481481433,1.487740993,0
27/03/2015,1.485839963,1.492314696,1.479946733,1.485685468,0
30/03/2015,1.488582611,1.488516212,1.476232648,1.488516212,0
31/03/2015,1.480911016,1.486767888,1.475796819,1.481020689,0
01/04/2015,1.482953429,1.487298489,1.474708796,1.483393312,0
02/04/2015,1.483679414,1.486988783,1.478174806,1.483503461,0
03/04/2015,1.483063459,1.494589567,1.481261969,1.482975483,0
06/04/2015,1.493072152,1.498172283,1.490290761,1.492269993,0
07/04/2015,1.489070296,1.491913915,1.483239412,1.488959312,0
08/04/2015,1.48238194,1.497006059,1.482206106,1.482206106,0
09/04/2015,1.48785162,1.488604784,1.472970963,1.48771894,0
10/04/2015,1.471497178,1.472602248,1.459002018,1.471735358,0
13/04/2015,1.464064479,1.467351437,1.457364798,1.464085937,0
14/04/2015,1.466791749,1.480384946,1.460706949,1.467136264,0
15/04/2015,1.477192163,1.480823278,1.470588207,1.477279425,0
16/04/2015,1.482843518,1.493875146,1.481481433,1.482909441,0
17/04/2015,1.492180943,1.505298615,1.49186933,1.493094444,0
20/04/2015,1.496826768,1.498374343,1.489314079,1.496513128,0
21/04/2015,1.490979552,1.495438933,1.48588419,1.491090775,0
22/04/2015,1.493562818,1.508068204,1.491713524,1.493094444,0
23/04/2015,1.503759384,1.505910754,1.496557832,1.503397703,0
24/04/2015,1.505208015,1.518372416,1.502990961,1.505094767,0
27/04/2015,1.517657995,1.523925662,1.511030436,1.517519712,0
28/04/2015,1.522371173,1.533742309,1.518372416,1.52251029,0
29/04/2015,1.533483624,1.548706889,1.532895923,1.533389568,0
30/04/2015,1.542686105,1.549426794,1.532567143,1.542567134,0
01/05/2015,1.535461545,1.53964591,1.512607574,1.535579324,0
04/05/2015,1.514669538,1.517680883,1.509183407,1.515610814,0
05/05/2015,1.512287378,1.520912528,1.509433866,1.512218833,0
06/05/2015,1.517427683,1.529052019,1.515610814,1.517036319,0
07/05/2015,1.524204373,1.525297046,1.516829252,1.523948908,0
08/05/2015,1.54071331,1.552192569,1.535791516,1.539693356,0
11/05/2015,1.543400407,1.559575796,1.539883018,1.543900728,0
12/05/2015,1.557705283,1.570845127,1.556008577,1.557947874,0
13/05/2015,1.567103386,1.576218009,1.563550472,1.56680882,0
14/05/2015,1.574009895,1.581302643,1.573093891,1.573811769,0
15/05/2015,1.577212453,1.580777764,1.570499659,1.577336907,0
18/05/2015,1.574604869,1.573910832,1.565484166,1.573910832,0
19/05/2015,1.56636703,1.567152381,1.54559505,1.566391587,0
20/05/2015,1.551614404,1.559089541,1.547700047,1.551590323,0
21/05/2015,1.554291487,1.570105195,1.552746773,1.554267287,0
22/05/2015,1.566391587,1.569119692,1.548706889,1.56609714,0
25/05/2015,1.547508478,1.550868511,1.54590559,1.547748089,0
26/05/2015,1.547221184,1.547197223,1.535673618,1.547197223,0
27/05/2015,1.539859176,1.543686271,1.530760646,1.539598465,0
28/05/2015,1.535013676,1.538698196,1.526484489,1.534895897,0
29/05/2015,1.531909704,1.534307122,1.524158001,1.531909704,0
01/06/2015,1.528888345,1.530596614,1.51745069,1.528794765,0
02/06/2015,1.519987941,1.534212947,1.51834929,1.51978004,0
03/06/2015,1.533977628,1.537515402,1.525552988,1.533507109,0
04/06/2015,1.53266108,1.544163108,1.530690312,1.532684445,0
05/06/2015,1.536499619,1.536948204,1.520218849,1.536239862,0
08/06/2015,1.526787519,1.530596614,1.522301793,1.5265311,0
09/06/2015,1.534589648,1.538911343,1.52601862,1.534495473,0
10/06/2015,1.539408803,1.55545187,1.537113667,1.538721919,0
11/06/2015,1.549690843,1.552072048,1.54320991,1.550003052,0
12/06/2015,1.550892591,1.559819102,1.546838164,1.551807046,0
15/06/2015,1.556153774,1.55666244,1.548946619,1.556105375,0
16/06/2015,1.559600115,1.564945221,1.554484725,1.55969739,0
17/06/2015,1.563966155,1.575597167,1.5629884,1.564210892,0
18/06/2015,1.584811091,1.593143106,1.581027627,1.584811091,0
19/06/2015,1.587881327,1.589799762,1.58373189,1.58800745,0
22/06/2015,1.588511944,1.591089964,1.580777764,1.587301612,0
23/06/2015,1.58292973,1.583004832,1.572574258,1.582804441,0
24/06/2015,1.574109077,1.580527782,1.567643881,1.573910832,0
25/06/2015,1.570993185,1.577013493,1.568110943,1.570549011,0
26/06/2015,1.574505687,1.576541066,1.571338773,1.574803114,0
29/06/2015,1.569316626,1.578905821,1.568627477,1.569612384,0
30/06/2015,1.573192835,1.577535868,1.56985867,1.572994709,0
01/07/2015,1.568701267,1.571832776,1.561548471,1.568996549,0
02/07/2015,1.560500503,1.56379509,1.556614041,1.56052494,0
03/07/2015,1.561304688,1.564455628,1.556832194,1.561012268,0
06/07/2015,1.555596948,1.5625,1.553518653,1.55550015,0
07/07/2015,1.56020844,1.560598135,1.541782379,1.560111046,0
08/07/2015,1.546288133,1.547029734,1.533907056,1.546096802,0
09/07/2015,1.53699553,1.542019963,1.536003947,1.536877394,0
10/07/2015,1.537397265,1.555209994,1.536900997,1.537113667,0
13/07/2015,1.551590323,1.559089541,1.54961884,1.551903367,0
14/07/2015,1.54822731,1.562255859,1.545356274,1.548011541,0
15/07/2015,1.563697219,1.567398071,1.558117867,1.56379509,0
16/07/2015,1.563403845,1.565092206,1.556396008,1.562597632,0
17/07/2015,1.561304688,1.567226171,1.556177974,1.561304688,0
20/07/2015,1.56003809,1.5629884,1.55400157,1.560451865,0
21/07/2015,1.557389855,1.559332609,1.553277373,1.557123065,0
22/07/2015,1.555596948,1.564455628,1.555330873,1.555621147,0
23/07/2015,1.561402082,1.567152381,1.551879406,1.561475277,0
24/07/2015,1.551951647,1.552795053,1.547149301,1.552192569,0
27/07/2015,1.55228889,1.559575796,1.549426794,1.55240941,0
28/07/2015,1.556420326,1.561767936,1.553277373,1.556492925,0
29/07/2015,1.561109662,1.568873644,1.559089541,1.561085224,0
30/07/2015,1.56020844,1.563966155,1.557996392,1.559989333,0
31/07/2015,1.560427547,1.567643881,1.55545187,1.560476303,0
03/08/2015,1.562695384,1.564700365,1.556904793,1.562304735,0
04/08/2015,1.559040904,1.5629884,1.55666244,1.559089541,0
05/08/2015,1.556904793,1.564994335,1.552939773,1.556589842,0
06/08/2015,1.560598135,1.56379509,1.547268987,1.560598135,0
07/08/2015,1.551421881,1.55400157,1.542709947,1.551301479,0
10/08/2015,1.549402714,1.55489552,1.546025157,1.549210668,0
11/08/2015,1.558530688,1.561524034,1.555790663,1.558797836,0
12/08/2015,1.558409214,1.566170812,1.553711772,1.558603406,0
13/08/2015,1.561597228,1.563721657,1.557875037,1.561402082,0
14/08/2015,1.561792254,1.565925479,1.55930829,1.561524034,0
17/08/2015,1.565190196,1.568996549,1.558190584,1.564994335,0
18/08/2015,1.55850625,1.571832776,1.556420326,1.558603406,0
19/08/2015,1.566489697,1.56985867,1.563721657,1.566587806,0
20/08/2015,1.568307638,1.570302367,1.561036468,1.568504453,0
21/08/2015,1.569095016,1.57250011,1.566416025,1.568996549,0
24/08/2015,1.567791343,1.580477953,1.563306093,1.566759586,0
25/08/2015,1.576292515,1.58177793,1.5686028,1.576391935,0
26/08/2015,1.569587708,1.572104573,1.54822731,1.570302367,0
27/08/2015,1.54820323,1.550988793,1.537751794,1.548059583,0
28/08/2015,1.541401982,1.544592381,1.533977628,1.54118824,0
31/08/2015,1.541805983,1.544163108,1.535862446,1.541710973,0
01/09/2015,1.536310673,1.540832043,1.530456066,1.536499619,0
02/09/2015,1.53052628,1.532097459,1.526904106,1.530338883,0
03/09/2015,1.530807495,1.53151083,1.522278547,1.530690312,0
04/09/2015,1.526205063,1.526088476,1.517082334,1.525995374,0
07/09/2015,1.520103335,1.529052019,1.51745069,1.519410372,0
08/09/2015,1.528304219,1.541544676,1.527510524,1.527510524,0
09/09/2015,1.540191293,1.540594697,1.535154939,1.53981185,0
10/09/2015,1.535791516,1.547700047,1.534448266,1.536098242,0
11/09/2015,1.544210672,1.546407819,1.540499687,1.54418695,0
14/09/2015,1.544807196,1.547292948,1.537988305,1.544711709,0
15/09/2015,1.542709947,1.545833945,1.535154939,1.542900324,0
16/09/2015,1.534495473,1.552795053,1.533272028,1.534589648,0
17/09/2015,1.551807046,1.555088997,1.548946619,1.551494002,0
18/09/2015,1.556904793,1.565925479,1.556202292,1.557098746,0
21/09/2015,1.552891493,1.556904793,1.548371196,1.552481651,0
22/09/2015,1.55082047,1.553108573,1.534448266,1.55082047,0
23/09/2015,1.535390735,1.53657043,1.522533536,1.535508633,0
24/09/2015,1.525203943,1.52881825,1.520311356,1.525064468,0
25/09/2015,1.52269578,1.52601862,1.514692545,1.523090005,0
28/09/2015,1.520172715,1.523716688,1.516300201,1.520496368,0
29/09/2015,1.516507149,1.520681262,1.513775349,1.516691208,0
30/09/2015,1.515794516,1.521375299,1.511030436,1.515794516,0
01/10/2015,1.5124017,1.518141866,1.511258841,1.512287378,0
02/10/2015,1.513912916,1.523925662,1.513821244,1.51409626,0
05/10/2015,1.519410372,1.524158001,1.516530156,1.51874125,0
06/10/2015,1.515495896,1.523693442,1.514233828,1.515427113,0
07/10/2015,1.522603035,1.532801867,1.52269578,1.522950768,0
08/10/2015,1.531557679,1.53727901,1.526484489,1.531792283,0
09/10/2015,1.535131574,1.538698196,1.53022182,1.535202146,0
12/10/2015,1.532308698,1.537491798,1.531792283,1.532191277,0
13/10/2015,1.533789396,1.538935065,1.520449996,1.533765912,0
14/10/2015,1.52580905,1.544878721,1.525576353,1.525622845,0
15/10/2015,1.548011541,1.550868511,1.542019963,1.547795892,0
16/10/2015,1.547197223,1.548706889,1.543448091,1.547292948,0
19/10/2015,1.54380548,1.549690843,1.54297173,1.54380548,0
20/10/2015,1.547197223,1.550627947,1.545833945,1.547508478,0
21/10/2015,1.544902563,1.54798758,1.541782379,1.544807196,0
22/10/2015,1.542448163,1.550627947,1.539171934,1.54209137,0
23/10/2015,1.538366914,1.54209137,1.532895923,1.538603544,0
26/10/2015,1.531745434,1.538106561,1.531393528,1.531698465,0
27/10/2015,1.535791516,1.536192656,1.52858448,1.535602927,0
28/10/2015,1.531299829,1.534801602,1.528023958,1.531206012,0
29/10/2015,1.52718389,1.531159043,1.524599433,1.526997328,0
30/10/2015,1.53237915,1.544401646,1.531206012,1.532191277,0
02/11/2015,1.544163108,1.549906969,1.54230547,1.544210672,0
03/11/2015,1.542400599,1.544640064,1.536192656,1.54230547,0
04/11/2015,1.541924834,1.54392457,1.537090063,1.54199636,0
05/11/2015,1.539006114,1.540120125,1.52269578,1.539100766,0
06/11/2015,1.521005154,1.522023797,1.503759384,1.52109766,0
09/11/2015,1.505502582,1.511487365,1.505162716,1.505366564,0
10/11/2015,1.512104392,1.514692545,1.509433866,1.512195826,0
11/11/2015,1.513889909,1.520449996,1.513179779,1.513775349,0
12/11/2015,1.52251029,1.524622679,1.517634988,1.522301793,0
13/11/2015,1.523461223,1.526251554,1.519202709,1.523229241,0
16/11/2015,1.521792054,1.522904515,1.518602848,1.522209048,0
17/11/2015,1.520496368,1.52411139,1.515794516,1.520195842,0
18/11/2015,1.522000551,1.524855137,1.519064307,1.521699429,0
19/11/2015,1.523925662,1.529987812,1.524390221,1.524390221,0
20/11/2015,1.52881825,1.531159043,1.521838307,1.52881825,0
23/11/2015,1.518994927,1.519294977,1.512722015,1.519018054,0
24/11/2015,1.512905121,1.51584053,1.505706668,1.512699127,0
25/11/2015,1.508591413,1.5124017,1.505797386,1.508090973,0
26/11/2015,1.512355924,1.513294339,1.506931782,1.512607574,0
27/11/2015,1.509981036,1.510893583,1.503420353,1.510300279,0
30/11/2015,1.503895044,1.505797386,1.499700069,1.503782034,0
01/12/2015,1.505797386,1.512470245,1.505343914,1.505774617,0
02/12/2015,1.507795334,1.508204699,1.494991779,1.50790906,0
