Date,FTSE100,GBPUSD,SP500,UK_Gov_Bonds
05/01/2015,-0.019945571625490377,-0.01892271016405911,-0.01827810508970318,-0.02064380108510344
06/01/2015,-0.007900672171565315,-0.001739444305011273,-0.008893471870112912,-0.007393460473701041
07/01/2015,0.008371916280530911,-0.007886881172612714,0.011629842642575161,0.008557679875590418
08/01/2015,0.02339639857352216,-0.0020092671042000187,0.01788828104579765,0.02199889718010395
09/01/2015,-0.010487047488584533,-0.0012975471922012094,-0.008403811040573306,-0.00968619184953401
12/01/2015,4.611588738523409e-05,0.00672892607916431,-0.00809368524335885,0.00046573600039367946
13/01/2015,0.006275616577200438,-0.0012591562386535804,-0.0025785554979215197,0.0060521299690772246
14/01/2015,-0.0234936551035948,0.0,-0.005813066949783785,-0.023291942349440764
15/01/2015,0.017265368239805845,0.004219923359659594,-0.009247876125553778,0.01753023081973959
16/01/2015,0.007924540152841386,-0.003491679126291225,0.01342419939545203,0.00729467858634103
20/01/2015,0.010656045536529435,-0.006005777918271171,0.0015499524278268506,0.011556154218562487
21/01/2015,0.016298832404754382,0.0038019756318889986,0.004731623825443343,0.01614655668628462
22/01/2015,0.01019620957193812,-0.00016660764206488654,0.015269721805970526,0.009593753971095742
23/01/2015,0.00532614932143094,-0.00869263654912944,-0.005491522447795494,0.0063845686962280546
26/01/2015,0.0028685308452411906,-0.0011546776289204086,0.0025684610859357804,0.0025082531530640217
27/01/2015,-0.005954089747169045,0.005973789508156413,-0.01338786237931644,-0.006328282079748115
28/01/2015,0.0020993311107913026,0.006804244513409774,-0.013495609538427322,0.0020730829837798392
29/01/2015,-0.0022414339822822704,-0.003013254996883874,0.009534685377702523,-0.0016257011713927128
30/01/2015,-0.008986021072940664,-0.004176876703615662,-0.012991965367965319,-0.010362629418307123
02/02/2015,0.0049189848700714744,0.0005280146005621766,0.012962464037225452,0.0059835859869767916
03/02/2015,0.013151255523129235,-0.00390733575610025,0.014439494938539577,0.012639559102020081
04/02/2015,-0.0017171345695219387,0.007586253205195126,-0.004156045950290843,-0.0007342867540087727
05/02/2015,0.0008600440233237361,0.002504621319473932,0.010291406800400527,0.0005875548090996663
06/02/2015,-0.001820591645438796,0.009609361471127675,-0.0034181723966975053,-0.0017619894592106888
09/02/2015,-0.002363747516801462,-0.005668893259255348,-0.004247194618831052,-0.0026482354911351313
10/02/2015,-0.0011847096426873538,-0.0015063261111072368,0.010675561188404625,-0.0013279952463789435
11/02/2015,-0.001596096534474789,0.003021898056270844,-2.9033785063692363e-05,-0.001033604916038544
12/02/2015,0.0014519818598550671,-0.0012652762376532678,0.009644506350069637,0.0028091008018340524
13/02/2015,0.0066489801479767685,0.009789358788718339,0.004074738604868067,0.006487914682905105
17/02/2015,0.0035789769404233063,-0.0023188254097316063,0.0015975746264769164,0.003662379381554004
18/02/2015,0.0,-0.000184214061354937,-0.00031430909868912504,-0.0007298925484945373
19/02/2015,-0.001333728978891946,0.0055733978622443114,-0.0010620575860226245,0.0010226674984576967
20/02/2015,0.003817778364345825,-0.0012334782706314718,0.006126533791127375,0.0030646000255563077
23/02/2015,-0.0004338269197425859,-0.002000664255783269,-0.00030333932859605284,-0.00014561485717390354
24/02/2015,0.005410708883555326,0.004110362191280581,0.002758770722662396,0.005382915764493124
25/02/2015,-0.0020433112408995147,0.0004327906174299567,-0.000765723625519743,-0.0018809143716401744
26/02/2015,0.0020619276757027905,0.004518971304062536,-0.0014760281390748808,-0.0008398480198135161
27/02/2015,-0.0004316732975270243,-0.00713862497796558,-0.0029563044380468417,-0.0005805603799695636
02/03/2015,-0.0008781287271316662,-0.0007702415304481347,0.006124919458303735,-0.0007261442232013859
03/03/2015,-0.007420107666891829,-0.0030564907824481846,-0.004538542491286046,-0.006538711702281597
04/03/2015,0.004369234961288937,0.0004917672449320509,-0.004388503483633732,0.004534409701326236
05/03/2015,0.006055599176083559,-0.006609762720646839,0.0011960800966932528,0.007862249477472716
06/03/2015,-0.007082256009242616,-0.0011435905786044698,-0.014173946449004382,-0.0070786210545609185
09/03/2015,-0.005107179894658365,-0.012452786128111182,0.003944421251101282,-0.0056746412324029105
10/03/2015,-0.025259971642550783,0.0031267435025437162,-0.016961330342146863,-0.025168102608984055
11/03/2015,0.0027899080300817225,-0.0015081860039043438,-0.0019176796017918996,0.0034523034600779656
12/03/2015,0.005891556646581808,-0.009885598426981113,0.012601439598289632,0.006432403875194392
13/03/2015,-0.0030320509536700957,-0.0026065194733403407,-0.006074711051894166,-0.002229550268337599
16/03/2015,0.009420526225675463,-0.00928140202547878,0.013533671143615367,0.009235878120911867
17/03/2015,0.004923501935229835,0.004744282970662761,-0.003320173648677094,0.004280428355863286
18/03/2015,0.015736529697236046,-0.004971463564642398,0.012158421547431297,0.01587313028492221
19/03/2015,0.0024620758970073098,0.0142288240752515,-0.00487257918552042,0.004629130391245129
20/03/2015,0.008646596194660683,-0.013388779740944878,0.009012754607946816,0.008353039310445176
23/03/2015,0.0021644991100036037,0.01229824271390978,-0.0017457311460168379,0.0019990927618609433
24/03/2015,-0.0025576537080661543,0.000583073957270086,-0.006139422015983054,-0.0022804312822090056
25/03/2015,-0.004088521475666851,-0.007891672785748982,-0.014558905570164926,-0.004428297533119685
26/03/2015,-0.013689056644256903,0.002930902387673795,-0.00237750024672001,-0.01363176260794452
27/03/2015,-0.005844532672934277,-0.0012777963428746153,0.0023685617450666108,-0.0052375189024239655
30/03/2015,0.005309978409919758,0.001845856934997503,0.012236644843459654,0.005849707165057616
